n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61145B;Domfront en Poiraie | Rue du Mont Saint-Michel ; Rue du Mont Saint-Michel 61700 Domfront en Poiraie;;-0.661132;48.589447;4;FR*S61*E61145B11;22.000;T2 câble attaché;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61146A;Dompierre | Place du Musée ; Place du Musée 61700 Dompierre;;-0.551553;48.632660;2;FR*S61*E61146A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61146A;Dompierre | Place du Musée ; Place du Musée 61700 Dompierre;;-0.551553;48.632660;2;FR*S61*E61146A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61153A;Écouché-les-Vallées | Avenue Léon Labbé ; Avenue Léon Labbé 61150 Écouché-les-Vallées;;-0.120612;48.716800;2;FR*S61*E61153A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61153A;Écouché-les-Vallées | Avenue Léon Labbé ; Avenue Léon Labbé 61150 Écouché-les-Vallées;;-0.120612;48.716800;2;FR*S61*E61153A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61156A;Essay | Rue Roederer ; Rue Roederer 61500 Essay;;0.245066;48.541553;2;FR*S61*E61156A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61156A;Essay | Rue Roederer ; Rue Roederer 61500 Essay;;0.245066;48.541553;2;FR*S61*E61156A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61165A;La Ferrière-Bochard | Place de la Roseraie ; Place de la Roseraie 61420 La Ferrière-Bochard;;-0.030671;48.413002;2;FR*S61*E61165A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61165A;La Ferrière-Bochard | Place de la Roseraie ; Place de la Roseraie 61420 La Ferrière-Bochard;;-0.030671;48.413002;2;FR*S61*E61165A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61167A;La Ferté-en-Ouche | Allée de Kerroch ; Allée de Kerroch 61550 La Ferté-en-Ouche;;0.510631;48.838890;2;FR*S61*E61167A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61167A;La Ferté-en-Ouche | Allée de Kerroch ; Allée de Kerroch 61550 La Ferté-en-Ouche;;0.510631;48.838890;2;FR*S61*E61167A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61168A;La Ferté Macé | Rue Saint-Denis ; Rue Saint-Denis 61600 La Ferté Macé;;-0.359223;48.591026;2;FR*S61*E61168A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61168A;La Ferté Macé | Rue Saint-Denis ; Rue Saint-Denis 61600 La Ferté Macé;;-0.359223;48.591026;2;FR*S61*E61168A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61168B;La Ferté Macé | Place du Château ; Place du Château 61600 La Ferté Macé;;-0.355208;48.590298;2;FR*S61*E61168B11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61168B;La Ferté Macé | Place du Château ; Place du Château 61600 La Ferté Macé;;-0.355208;48.590298;2;FR*S61*E61168B12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61181A;Gacé | Place Charles de Gaulle ; Place Charles de Gaulle 61230 Gacé;;0.295635;48.794994;2;FR*S61*E61181A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61181A;Gacé | Place Charles de Gaulle ; Place Charles de Gaulle 61230 Gacé;;0.295635;48.794994;2;FR*S61*E61181A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61181B;Gacé | Avenue de Tahiti ; Avenue de Tahiti 61230 Gacé;;0.298300;48.794697;2;FR*S61*E61181B11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61181B;Gacé | Avenue de Tahiti ; Avenue de Tahiti 61230 Gacé;;0.298300;48.794697;2;FR*S61*E61181B12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61195A;Le Grais | Le Bourg ; Le Bourg 61600 Le Grais;;-0.327852;48.639374;2;FR*S61*E61195A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61195A;Le Grais | Le Bourg ; Le Bourg 61600 Le Grais;;-0.327852;48.639374;2;FR*S61*E61195A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61196A;Belforêt-en-Perche | Rue de Mamers ; Rue de Mamers 61130 Belforêt-en-Perche;;0.525622;48.375230;2;FR*S61*E61196A12;22.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61196A;Belforêt-en-Perche | Rue de Mamers ; Rue de Mamers 61130 Belforêt-en-Perche;;0.525622;48.375230;2;FR*S61*E61196A11;22.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61211A;Juvigny Val d'Andaine | Place Saint-Michel ; Place Saint-Michel 61140 Juvigny Val d'Andaine;;-0.508760;48.552180;2;FR*S61*E61211A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61211A;Juvigny Val d'Andaine | Place Saint-Michel ; Place Saint-Michel 61140 Juvigny Val d'Andaine;;-0.508760;48.552180;2;FR*S61*E61211A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61214A;L'Aigle | Rue Guillaume le Conquérant ; Rue Guillaume le Conquérant 61300 L'Aigle;;0.628635;48.765457;2;FR*S61*E61214A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61214A;L'Aigle | Rue Guillaume le Conquérant ; Rue Guillaume le Conquérant 61300 L'Aigle;;0.628635;48.765457;2;FR*S61*E61214A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61214B;L'Aigle | Place de l'Europe ; Place de l'Europe 61300 L'Aigle;;0.624585;48.764560;2;FR*S61*E61214B12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61214B;L'Aigle | Place de l'Europe ; Place de l'Europe 61300 L'Aigle;;0.624585;48.764560;2;FR*S61*E61214B11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61214E;L'Aigle | Rue de la Merillière 15;15 Rue de la Merillière 61300 L'Aigle;;0.618188;48.760902;2;FR*S61*E61214E11;22.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61214E;L'Aigle | Rue de la Merillière 15;15 Rue de la Merillière 61300 L'Aigle;;0.618188;48.760902;2;FR*S61*E61214E12;22.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61230A;Longny les Villages | Rue Gaston Gibory ; Rue Gaston Gibory 61290 Longny les Villages;;0.752130;48.531090;2;FR*S61*E61230A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61230A;Longny les Villages | Rue Gaston Gibory ; Rue Gaston Gibory 61290 Longny les Villages;;0.752130;48.531090;2;FR*S61*E61230A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61232A;Lonlay-l'Abbaye | Place Saint-Sauveur ; Place Saint-Sauveur 61700 Lonlay-l'Abbaye;;-0.710190;48.645805;2;FR*S61*E61232A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61232A;Lonlay-l'Abbaye | Place Saint-Sauveur ; Place Saint-Sauveur 61700 Lonlay-l'Abbaye;;-0.710190;48.645805;2;FR*S61*E61232A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61241A;La Madeleine-Bouvet | Rue de Paris ; Rue de Paris 61110 La Madeleine-Bouvet;;0.902380;48.471470;2;FR*S61*E61241A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61241A;La Madeleine-Bouvet | Rue de Paris ; Rue de Paris 61110 La Madeleine-Bouvet;;0.902380;48.471470;2;FR*S61*E61241A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61243A;Magny-le-Désert | La Cour Chalmel ; La Cour Chalmel 61600 Magny-le-Désert;;-0.337690;48.587650;2;FR*S61*E61243A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61243A;Magny-le-Désert | La Cour Chalmel ; La Cour Chalmel 61600 Magny-le-Désert;;-0.337690;48.587650;2;FR*S61*E61243A11;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61258A;Le Mêle-sur-Sarthe | Place du Gén de Gaulle ; Place du Gén de Gaulle 61170 Le Mêle-sur-Sarthe;;0.353365;48.512960;2;FR*S61*E61258A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61258A;Le Mêle-sur-Sarthe | Place du Gén de Gaulle ; Place du Gén de Gaulle 61170 Le Mêle-sur-Sarthe;;0.353365;48.512960;2;FR*S61*E61258A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61275A;Le Merlerault | Place de L Hôtel de ville ; Place de L Hôtel de ville 61240 Le Merlerault;;0.283216;48.699780;2;FR*S61*E61275A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61275A;Le Merlerault | Place de L Hôtel de ville ; Place de L Hôtel de ville 61240 Le Merlerault;;0.283216;48.699780;2;FR*S61*E61275A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61293A;Mortagne-au-Perche | Place de la République ; Place de la République 61400 Mortagne-au-Perche;;0.544556;48.520790;2;FR*S61*E61293A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61293A;Mortagne-au-Perche | Place de la République ; Place de la République 61400 Mortagne-au-Perche;;0.544556;48.520790;2;FR*S61*E61293A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61293B;Mortagne-au-Perche | Rue Ferdinand de Boyeres ; Rue Ferdinand de Boyeres 61400 Mortagne-au-Perche;;0.541002;48.521840;2;FR*S61*E61293B11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61293B;Mortagne-au-Perche | Rue Ferdinand de Boyeres ; Rue Ferdinand de Boyeres 61400 Mortagne-au-Perche;;0.541002;48.521840;2;FR*S61*E61293B12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61293C;Mortagne-au-Perche | Cour Blanche ; Cour Blanche 61400 Mortagne-au-Perche;;0.543994;48.519814;2;FR*S61*E61293C11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61293C;Mortagne-au-Perche | Cour Blanche ; Cour Blanche 61400 Mortagne-au-Perche;;0.543994;48.519814;2;FR*S61*E61293C12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61294A;Mortrée | Place de l'Église ; Place de l'Église 61570 Mortrée;;0.078126;48.640064;2;FR*S61*E61294A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61294A;Mortrée | Place de l'Église ; Place de l'Église 61570 Mortrée;;0.078126;48.640064;2;FR*S61*E61294A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61297A;Moulins-la-Marche | Place Saint-Laurent ; Place Saint-Laurent 61380 Moulins-la-Marche;;0.478333;48.647670;2;FR*S61*E61297A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61297A;Moulins-la-Marche | Place Saint-Laurent ; Place Saint-Laurent 61380 Moulins-la-Marche;;0.478333;48.647670;2;FR*S61*E61297A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61303A;Nécy | Route de Vignats ; Route de Vignats 61160 Nécy;;-0.114195;48.832935;2;FR*S61*E61303A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61303A;Nécy | Route de Vignats ; Route de Vignats 61160 Nécy;;-0.114195;48.832935;2;FR*S61*E61303A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61305A;Longny les Villages | Neuilly ; Neuilly 61290 Longny les Villages;;0.903617;48.542010;2;FR*S61*E61305A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61305A;Longny les Villages | Neuilly ; Neuilly 61290 Longny les Villages;;0.903617;48.542010;2;FR*S61*E61305A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61309A;Perche en Nocé | La Renardière ; La Renardière 61340 Perche en Nocé;;0.681758;48.378555;2;FR*S61*E61309A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61309A;Perche en Nocé | La Renardière ; La Renardière 61340 Perche en Nocé;;0.681758;48.378555;2;FR*S61*E61309A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61324A;Passais Villages | Place des Justes ; Place des Justes 61350 Passais Villages;;-0.757240;48.518100;2;FR*S61*E61324A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61324A;Passais Villages | Place des Justes ; Place des Justes 61350 Passais Villages;;-0.757240;48.518100;2;FR*S61*E61324A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61325A;Belforêt-en-Perche | Rue de la Juiverie ; Rue de la Juiverie 61360 Belforêt-en-Perche;;0.445687;48.391056;2;FR*S61*E61325A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61325A;Belforêt-en-Perche | Rue de la Juiverie ; Rue de la Juiverie 61360 Belforêt-en-Perche;;0.445687;48.391056;2;FR*S61*E61325A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61327A;Pervenchères | Le Bourg ; Le Bourg 61360 Pervenchères;;0.424508;48.438510;2;FR*S61*E61327A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61327A;Pervenchères | Le Bourg ; Le Bourg 61360 Pervenchères;;0.424508;48.438510;2;FR*S61*E61327A11;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61328A;Le Pin-au-Haras | Le Haras du Pin ; Le Haras du Pin 61310 Le Pin-au-Haras;;0.146003;48.739780;2;FR*S61*E61328A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61328A;Le Pin-au-Haras | Le Haras du Pin ; Le Haras du Pin 61310 Le Pin-au-Haras;;0.146003;48.739780;2;FR*S61*E61328A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61339A;Putanges-le-Lac | Place de l'Hotel de Ville ; Place de l'Hotel de Ville 61210 Putanges-le-Lac;;-0.244639;48.763992;2;FR*S61*E61339A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61339A;Putanges-le-Lac | Place de l'Hotel de Ville ; Place de l'Hotel de Ville 61210 Putanges-le-Lac;;-0.244639;48.763992;2;FR*S61*E61339A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61342A;Rai | Rue Pierre Quentin ; Rue Pierre Quentin 61270 Rai;;0.584505;48.753590;2;FR*S61*E61342A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61342A;Rai | Rue Pierre Quentin ; Rue Pierre Quentin 61270 Rai;;0.584505;48.753590;2;FR*S61*E61342A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61344A;Rânes | Rue du Parc ; Rue du Parc 61150 Rânes;;-0.212556;48.639767;2;FR*S61*E61344A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61344A;Rânes | Rue du Parc ; Rue du Parc 61150 Rânes;;-0.212556;48.639767;2;FR*S61*E61344A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61345A;Rémalard en Perche | Place du Champ de Foire ; Place du Champ de Foire 61110 Rémalard en Perche;;0.774286;48.430058;2;FR*S61*E61345A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61345A;Rémalard en Perche | Place du Champ de Foire ; Place du Champ de Foire 61110 Rémalard en Perche;;0.774286;48.430058;2;FR*S61*E61345A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61372A;Saint-Céneri-le-Gérei | Le Bourg ; Le Bourg 61250 Saint-Céneri-le-Gérei;;-0.053907;48.379402;2;FR*S61*E61372A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61372A;Saint-Céneri-le-Gérei | Le Bourg ; Le Bourg 61250 Saint-Céneri-le-Gérei;;-0.053907;48.379402;2;FR*S61*E61372A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61382A;Saint-Denis-sur-Sarthon | Résidence du Parc ; Résidence du Parc 61420 Saint-Denis-sur-Sarthon;;-0.050594;48.456802;2;FR*S61*E61382A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61382A;Saint-Denis-sur-Sarthon | Résidence du Parc ; Résidence du Parc 61420 Saint-Denis-sur-Sarthon;;-0.050594;48.456802;2;FR*S61*E61382A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61386A;Saint-Evroult-Notre-Dame-du-Bois | Rue Principale ; Rue Principale 61550 Saint-Evroult-Notre-Dame-du-Bois;;0.465261;48.791560;2;FR*S61*E61386A11;18.000;T2-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61386A;Saint-Evroult-Notre-Dame-du-Bois | Rue Principale ; Rue Principale 61550 Saint-Evroult-Notre-Dame-du-Bois;;0.465261;48.791560;2;FR*S61*E61386A12;18.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61394A;Saint-Germain-de-la-Coudre | Place Pierre Veau 14;14 Place Pierre Veau 61130 Saint-Germain-de-la-Coudre;;0.605269;48.280617;2;FR*S61*E61394A12;22.000;T3-EF;Payant;24/24 7/7;;2020/07/10
Syndicat de l'Énergie de l'Orne (TE61);Syndicat de l'Énergie de l'Orne (TE61) | FR*S61;Te61;FR*S61*P61394A;Saint-Germain-de-la-Coudre | Place Pierre Veau 14;14 Place Pierre Veau 61130 Saint-Germain-de-la-Coudre;;0.605269;48.280617;2;FR*S61*E61394A11;22.000;T2-EF;Payant;24/24 7/7;;2020/07/10
