api_id,lat,lon,name
ChIJkURAvGSolUcRoGY2rbfBeg4,49.320076,6.746608999999999,ChargeIT mobility Charging StationChIJjxDo3XOYlEcR4qECOPAvTyE,48.689916,6.175387600000001,Métropole du Grand Nancy Charging StationChIJWeNT7RrclEcR4OhGRao9vmw,49.11029,6.176559,Indigo Charging StationChIJf9fQByl7jEcRljMBL4xAy_w,46.1918829,6.1352667,BMW Charging StationChIJz3oRy8VIlUcR8XI9d3nQgN8,49.5978788,6.1375306,Chargy Charging StationChIJJwqs0SlPlUcRT_AoAxbSc-I,49.618269,6.12516,Chargy Charging StationChIJ6Z9wc2WZwEcR74m6mk9SVUw,50.7794923,6.088644899999999,Tesla Destination ChargerChIJB__v-V29wEcRBG84rqf_Tg0,50.8637147,6.0141801,Vattenfall Charging StationChIJE1uCfwq9wEcRRWiV03ZmFL0,50.8823967,5.991972199999999,e-nuevo Charging StationChIJWYqjLgy9wEcR7wYXLY7-vSw,50.8839708,6.0015301,Vattenfall Charging StationChIJj__jTLy9wEcRgxgDtVmtT1g,50.88325010000001,5.974904599999999,Chargepoint Charging StationChIJ9___TLe9wEcRDzEpr4Vcjx8,50.89179499999999,5.974374000000001,Threeforce Charging StationChIJFePL_-m9wEcRT8NaiK46eQQ,50.881241,5.959232999999999,Chargepoint Charging StationChIJ87oE_s-9wEcRUIbh5ewzbpY,50.8927953,5.9556193,NewMotion Charging StationChIJr2gLPIC-wEcRvahTJLAKv2o,50.90459999999999,5.943903,Vattenfall Charging StationChIJr2gLPIC-wEcRvahTJLAKv2o,50.90459999999999,5.943903,Vattenfall Charging Station
